Scenario,PatientsPerInterval,EndBuffer,AppointmentInterval,AVGTreatedPatientsCount,AverageWaitingTime,Doctor1Utilization,Doctor2Utilization,Doctor3Utilization,Doctor4Utilization
1,3,0,30,69.2,4.65387768319684,88.2666666666667,87.4,87.3166666666667,87.0333333333333
1,3,10,30,67.7,2.86499943485152,82.3166666666667,82.7,83.8,82.45
1,3,20,30,67.5,3.09620321433983,84.1333333333333,85,85.4833333333333,84.5666666666667
1,3,30,30,66.5,3.0582205048965,82,81.1666666666667,81.5166666666667,81.85
1,3,40,30,64.7,4.09526331048719,82.0833333333333,81.1166666666667,81.6,80.0833333333333
1,3,50,30,65.6,2.51005913189215,80.9166666666667,80.45,80.5666666666667,80.95
1,4,0,40,69.8,4.20186934102228,87.15,86.8,87.3333333333333,86.9333333333333
1,4,10,40,68.2,4.5930437790124,85.4666666666667,84.1166666666667,87.3333333333333,84.4333333333333
1,4,20,40,67.4,3.89666448208686,83.4,84.1166666666667,82.3833333333333,83.7833333333333
1,4,30,40,68.5,5.4200276236977,86.8333333333333,84.4333333333333,85.9333333333333,83.4
1,4,40,40,66.1,3.57747668486035,82.0666666666667,80.9666666666667,81.4333333333333,81.5
1,4,50,40,64.1,5.56653037934288,80.4833333333333,83.6,82.1333333333334,80.7
1,5,0,50,70.6,6.50035221273649,87.75,88.25,88.4333333333333,88.4166666666667
1,5,10,50,68.3,5.97188373077979,86.0833333333333,84.45,86.4333333333333,84.0833333333333
1,5,20,50,67.5,6.41428624721082,85.1166666666667,84.9166666666667,84.0666666666667,84.6
1,5,30,50,68,5.49772106518261,83.1,83.5333333333333,83.8166666666667,84.1
1,5,40,50,67.9,7.44639026647539,85.2333333333333,85.15,84.8,84.2
1,5,50,50,65.7,5.5505101658472,83.6,81.65,83.2833333333333,81.45
2,3,0,30,81,9.2341071240699,99.5,99.5833333333333,99.1166666666667,97.5833333333333
2,3,10,30,78.5,10.3679295809676,97.8833333333333,97.5833333333333,96.8833333333333,95.8333333333333
2,3,20,30,78.3,9.60013258532496,97.3666666666667,96.5666666666667,97.75,98.1833333333333
2,3,40,30,74.1,8.11256453130065,90.7166666666667,91.7,89.8333333333333,91.1166666666667
2,3,50,30,74.7,9.8994108437598,94.8333333333333,94.4,93.7,93.5166666666667
2,4,30,30,76.7,11.2361961735005,93.3833333333333,94.7333333333333,94.7166666666667,95.6
2,4,40,30,74.4,10.8903293258052,93.2166666666667,94.9,92.2666666666667,91.6166666666667
2,4,50,30,74.7,11.9886454724371,92.8333333333333,94.9,94.4166666666667,92.7833333333333
2,5,0,30,80.4,10.0554386209248,100,99.2833333333333,99.8166666666667,98.5166666666667
2,5,10,30,77.5,10.6484823859241,97.3333333333333,96.6666666666667,96.85,98.0333333333333
2,5,30,30,77,9.12580969492962,96.5166666666667,96.4333333333333,95.55,97.1
2,5,40,30,74.7,9.7390336575679,93.25,92.5666666666667,93.15,93.3666666666667
2,5,50,30,74.6,9.72469324267666,94.4166666666667,93.5333333333333,93.8166666666667,92.1
3,3,0,30,68.7,3.81773833679706,88.35,88.1,87.65,87.2333333333333
3,3,10,30,68.3,4.39086844871228,85.8,83.6333333333333,82.9666666666667,84.6333333333333
3,3,20,30,66.1,3.19430951986264,82.2166666666667,81.4166666666667,80.55,81.6833333333334
3,3,30,30,65.6,2.84142650168824,82.45,81.7166666666667,82.7166666666667,82.25
3,3,40,30,64.7,4.5043466716741,80.9333333333333,81.3666666666667,82.1666666666667,81.4833333333333
3,4,0,40,67.6,3.15420731315357,87.0333333333333,86.95,86.25,86.6666666666667
3,4,10,40,66.5,3.0839973464461,85.1,85.2166666666667,83.2833333333333,84.3166666666667
3,4,20,40,66.7,3.23719025194881,83.8166666666667,82.6,83.4833333333333,84.2166666666667
3,4,30,40,65.8,3.40330287262245,81.3,81.35,80.2,80.5833333333333
3,5,0,50,68.9,3.3080455860585,88.65,88.1166666666666,86.95,86.25
3,5,10,50,67.5,4.07424603904449,86.7833333333333,85.0166666666667,87.6166666666667,84.9
3,5,20,50,66,3.7660908723812,84.3666666666667,83.6166666666667,82.85,82.2
