Scenario,PatientsPerInterval,EndBuffer,AppointmentInterval,AVGTreatedPatientsCount,AverageWaitingTime,Doctor1Utilization,Doctor2Utilization,Doctor3Utilization,Doctor4Utilization,LowerCI,UpperCI
3,3,0,38,36.9,1.82770458104823,77.3208333333333,77.0166666666666,77.1652777777778,77.0111111111111,1.59262790923958,2.06278125285688
3,4,0,38,46.34,8.02924579813212,97.4597222222222,96.5736111111111,95.8902777777778,94.2958333333333,7.21901059175281,8.83948100451143
3,5,0,38,56.01,30.9111172740972,119.111111111111,118.098611111111,116.459722222222,114.665277777778,29.3972024941093,32.425032054085
3,6,0,38,64.975,58.4742305398674,137.686111111111,135.908333333333,134.477777777778,133.205555555556,56.6148876585127,60.3335734212221
3,3,0,40,35.455,1.50813769950844,73.8263888888888,73.8902777777778,74.1138888888889,72.9194444444444,1.29685138045286,1.71942401856402
3,4,0,40,44.585,6.14418485320004,94.2388888888889,93.6375,92.7486111111111,91.5097222222222,5.52123196397667,6.7671377424234
3,5,0,40,53.57,21.4661938629101,112.933333333333,111.813888888889,110.430555555556,109.013888888889,20.0972998624087,22.8350878634115
3,6,0,40,62.27,50.7133570893385,132.347222222222,131.120833333333,129.959722222222,128.447222222222,48.8634626139965,52.5632515646804
3,3,15,24,51.61,22.3936668882083,110.330555555556,108.694444444444,107.604166666667,105.9,20.9724242140335,23.8149095623832
3,4,15,24,65.74,67.2575759988785,139.347222222222,138.381944444444,136.423611111111,134.969444444444,65.5571609484246,68.9579910493324
3,5,15,24,79.97,119.20899795357,166.981944444445,166.336111111111,165.831944444444,164.609722222222,117.235103166675,121.182892740466
3,6,15,24,94.605,171.82037105369,198.051388888889,197.001388888889,196.013888888889,195.356944444444,169.599930880603,174.040811226776
3,3,15,26,48.22,13.2721095986822,102.294444444444,100.969444444444,100.356944444444,98.9875000000001,12.2064280344848,14.3377911628796
3,4,15,26,61.345,52.6973920797904,129.455555555556,128.218055555556,127.126388888889,125.955555555556,50.9221616396265,54.4726225199543
3,5,15,26,74.69,98.9045359035516,157.626388888889,156.381944444444,155.195833333333,153.433333333333,96.9847227781821,100.824349028921
3,6,15,26,87.77,149.033899910198,184.9,184.048611111111,182.740277777778,181.695833333333,146.929530042243,151.138269778152
3,3,15,28,45.37,8.71203406983046,95.6791666666667,95.2444444444444,94.1,93.0625000000001,7.92827894781792,9.495789191843
3,4,15,28,57.8,40.4750794976356,122.861111111111,121.597222222222,120.031944444444,118.481944444444,38.8130385223936,42.1371204728775
3,5,15,28,69.915,84.1583182823766,147.891666666667,146.663888888889,145.356944444444,144.073611111111,82.2313431260671,86.0852934386862
3,6,15,28,82.24,126.44393087068,172.669444444444,171.643055555556,170.563888888889,169.127777777778,124.414594316794,128.473267424566
3,3,15,30,42.945,5.73878447171251,90.7708333333333,90.2263888888889,89.4402777777778,88.3041666666666,5.16534341215848,6.31222553126654
3,4,15,30,54.46,29.990242823183,115.441666666667,114.105555555556,112.695833333333,111.080555555556,28.3553777753715,31.6251078709945
3,5,15,30,65.89,67.4444991273503,138.248611111111,137.345833333333,135.541666666667,134.654166666667,65.6963501864215,69.1926480682791
3,6,15,30,77.365,110.277908694418,163.358333333333,162.022222222222,160.731944444445,159.2875,108.212355687269,112.343461701567
3,3,15,32,40.605,3.99746553845071,85.6138888888889,84.8902777777777,84.7402777777778,83.9819444444445,3.60252057529795,4.39241050160347
3,4,15,32,51.355,21.4979862146713,108.929166666667,107.690277777778,105.873611111111,104.966666666667,20.0113661706974,22.9846062586453
3,5,15,32,62.12,54.6854046490344,131.186111111111,130.566666666667,128.631944444444,126.930555555556,52.9054653196817,56.4653439783871
3,6,15,32,72.805,92.8621469368736,153.002777777778,151.952777777778,150.633333333333,149.276388888889,90.8454158509814,94.8788780227658
3,3,15,34,38.895,3.21421367339211,82.0305555555555,81.1791666666667,81.1402777777778,80.7986111111111,2.82453661512408,3.60389073166013
3,4,15,34,49.025,15.6343498918802,104.969444444444,103.811111111111,103.043055555556,100.922222222222,14.5462742357923,16.7224255479681
3,5,15,34,59.07,44.1719597384443,124.408333333333,123.545833333333,122.190277777778,119.918055555556,42.4381003145934,45.9058191622951
3,6,15,34,69.195,79.510315256143,145.022222222222,144.097222222222,142.706944444444,141.381944444444,77.5564686846035,81.4641618276826
3,3,15,36,37.305,2.24476368406902,78.5555555555556,78.3194444444445,78.7888888888889,77.6263888888889,2.01434202246563,2.47518534567242
3,4,15,36,46.69,11.6686844775203,99.6944444444444,98.3861111111112,97.6305555555555,95.5347222222222,10.6758474807787,12.6615214742619
3,5,15,36,56.375,35.9072553108205,119.2875,118.131944444444,116.927777777778,115.177777777778,34.274695072346,37.539815549295
3,6,15,36,65.96,67.0781216972998,139.15,138.086111111111,136.85,134.631944444444,65.1714802240929,68.9847631705067
3,3,15,38,35.585,2.00927418089957,74.6555555555556,74.0847222222222,73.8263888888889,73.5916666666667,1.78281749102957,2.23573087076957
3,4,15,38,44.935,8.00974022481811,94.9097222222222,93.9777777777778,93.3222222222223,92.0819444444444,7.29091583476873,8.72856461486749
3,5,15,38,53.785,28.4053070521626,114.129166666667,113.3,111.575,110.544444444444,26.9966326553221,29.8139814490032
3,6,15,38,62.84,56.4354268184427,132.1625,131.306944444444,129.141666666667,128.126388888889,54.6091150133686,58.2617386235168
3,3,15,40,34.54,1.60503037672891,72.4833333333333,72.0333333333333,71.7625,71.2194444444444,1.37468230395269,1.83537844950512
3,4,15,40,42.985,5.53113558168734,89.7722222222222,89.7083333333333,88.9027777777777,88.4541666666666,4.98958050777425,6.07269065560042
3,5,15,40,51.55,21.8130312759943,109.145833333333,108.481944444444,106.559722222222,105.6875,20.355279420059,23.2707831319296
3,6,15,40,60.125,49.0468696638383,127.227777777778,126.136111111111,124.377777777778,123.394444444444,47.3052473499667,50.7884919777099
3,3,30,24,49.505,20.4445686697101,104.858333333333,103.709722222222,102.725,100.588888888889,18.9682612004891,21.9208761389311
3,4,30,24,63.235,65.6588932723706,133.415277777778,132.490277777778,130.930555555556,129.804166666667,63.9021980363325,67.4155885084088
3,5,30,24,76.805,112.895227515623,160.968055555556,160.302777777778,159.066666666667,157.691666666667,111.058227999379,114.732227031867
3,6,30,24,90.73,165.881443763921,190.755555555556,189.676388888889,188.390277777778,187.486111111111,163.687083192674,168.075804335168
3,3,30,26,46.41,13.8361709788149,99.0777777777778,97.3305555555555,95.9319444444445,94.6999999999999,12.6462926505278,15.0260493071019
3,4,30,26,59.07,50.5257291880083,124.722222222222,123.8,122.393055555556,120.588888888889,48.8343540325687,52.2171043434479
3,5,30,26,71.815,94.8235789334127,151.133333333333,150.156944444445,149.143055555556,147.906944444444,92.9127796112685,96.7343782555569
3,6,30,26,84.57,141.405720667844,177.154166666666,175.998611111111,175.247222222222,174.083333333333,139.537313665678,143.27412767001
3,3,30,28,43.56,8.60650804274286,91.8888888888889,90.4138888888889,90.1152777777777,89.2222222222222,7.74956121968269,9.46345486580304
3,4,30,28,55.375,39.3603575018201,118.104166666667,116.319444444444,114.904166666667,113.870833333333,37.5595439989405,41.1611710046997
3,5,30,28,67.21,80.2951239955041,141.808333333333,141.0875,139.320833333333,138.019444444444,78.3832669146736,82.2069810763346
3,6,30,28,78.935,120.860015297565,165.873611111111,164.348611111111,164.109722222222,162.780555555556,118.830894772458,122.889135822672
3,3,30,30,41.44,6.14178884701093,87.6541666666666,86.7944444444444,86.5097222222223,85.2708333333333,5.49596750026614,6.78761019375571
3,4,30,30,52.375,28.6847553485863,110.929166666667,109.727777777778,108.475,106.890277777778,27.0778083008427,30.2917023963299
3,5,30,30,63.21,66.0586954742295,133.308333333333,132.591666666667,131.205555555556,129.418055555556,64.105237236504,68.0121537119549
3,6,30,30,74.295,104.093441116741,156.009722222222,155.288888888889,153.816666666667,153.113888888889,102.054607180525,106.132275052957
3,3,30,32,39.215,4.02268448917855,82.4638888888888,82.0527777777778,80.8069444444444,81.2652777777778,3.5895937308397,4.4557752475174
3,4,30,32,49.675,21.5546248016148,105.490277777778,104.288888888889,103.005555555556,101.170833333333,20.1614701200063,22.9477794832233
3,5,30,32,59.995,52.3577089080647,126.379166666667,124.743055555556,123.991666666667,122.4,50.4853068608502,54.2301109552792
3,6,30,32,70.245,89.6387587439551,148.279166666667,147.2875,145.743055555556,144.304166666667,87.5906264490334,91.6868910388768
3,3,30,34,37.655,3.15496898452819,79.6680555555556,78.9263888888889,78.1819444444444,77.9027777777777,2.74963214108916,3.56030582796723
3,4,30,34,47.335,15.5799088972781,100.908333333333,99.3138888888889,98.3083333333333,96.975,14.3881582540351,16.7716595405211
3,5,30,34,56.98,43.3245272321487,120.843055555556,119.111111111111,118.259722222222,116.747222222222,41.5737959489825,45.0752585153149
3,6,30,34,66.59,78.3809151179789,141.688888888889,140.029166666667,138.984722222222,137.204166666667,76.4141132065725,80.3477170293853
3,3,30,36,35.88,2.42256159947259,75.5958333333333,75.0194444444444,74.9888888888889,74.7972222222222,2.14799809874563,2.69712510019955
3,4,30,36,44.985,10.1633161068439,95.05,94.1263888888889,93.0611111111112,91.6611111111111,9.24447933572254,11.0821528779653
3,5,30,36,54.225,34.5783634319792,115.290277777778,114.025,112.161111111111,110.976388888889,32.9012967654045,36.2554300985538
3,6,30,36,63.515,65.6700681904726,133.947222222222,132.625,130.930555555556,130.463888888889,63.8761916060293,67.463944774916
3,3,30,38,34.75,1.94969237536333,72.3874999999999,72.6041666666667,72.3166666666666,72.8083333333334,1.71146050805989,2.18792424266677
3,4,30,38,43.23,7.86445660883736,91.4555555555555,90.5305555555556,90.2791666666667,88.9180555555555,7.17470719952554,8.55420601814918
3,5,30,38,51.79,26.2706556619065,109.740277777778,108.184722222222,107.356944444444,106.030555555556,24.8147738648432,27.7265374589697
3,6,30,38,60.455,54.6523667057806,128.043055555555,126.298611111111,124.948611111111,123.540277777778,52.8617866467473,56.442946764814
3,3,30,40,33.215,1.54335524378373,69.0430555555556,69.5736111111111,69.1125,69.0680555555555,1.3382837950297,1.74842669253776
3,4,30,40,41.27,5.69789048905613,87.9430555555556,86.8291666666666,85.9402777777777,85.2069444444444,5.09861578577752,6.29716519233474
3,5,30,40,49.66,21.4836571175429,106.048611111111,104.805555555556,102.915277777778,101.606944444444,20.1109154923847,22.8563987427011
3,6,30,40,57.825,46.1922816054909,122.156944444444,121.516666666667,119.634722222222,118.7375,44.4244048447124,47.9601583662694
3,3,45,24,47.81,19.6977870698989,101.768055555556,100.3875,98.9611111111111,97.7486111111111,18.4419345098866,20.9536396299111
3,4,45,24,61.075,62.8926426921604,129.340277777778,127.983333333333,126.448611111111,125.570833333333,61.1954180126673,64.5898673716534
3,5,45,24,73.905,111.800516567718,156.526388888889,154.881944444444,153.819444444445,152.984722222222,109.656605738944,113.944427396492
3,6,45,24,87.3,160.870838932143,184.447222222222,183.458333333333,182.491666666667,181.215277777778,158.570719791924,163.170958072361
3,3,45,26,44.62,12.0239246425457,94.1111111111111,93.7625,92.4722222222222,91.2347222222222,11.007858213652,13.0399910714394
3,4,45,26,56.815,48.2897896312915,120.438888888889,119.018055555555,117.745833333333,116.154166666667,46.4810693553466,50.0985099072365
3,5,45,26,68.93,91.2010324919956,146.045833333333,144.580555555556,143.163888888889,142.1,89.1489313701819,93.2531336138092
3,6,45,26,80.965,134.672423950115,170.3125,169.766666666667,168.794444444444,167.259722222222,132.519260691003,136.825587209227
3,3,45,28,42.14,8.21822857941831,88.3125,88.225,87.1847222222222,86.2736111111111,7.44544318397315,8.99101397486348
3,4,45,28,53.525,37.4377054527343,113.773611111111,112.895833333333,110.983333333333,109.265277777778,35.7145651419795,39.1608457634891
3,5,45,28,64.74,76.152716718448,137.422222222222,135.786111111111,134.506944444445,132.922222222222,73.9989350924927,78.3064983444034
3,6,45,28,75.66,115.178206798283,159.115277777778,157.948611111111,156.645833333333,156.315277777778,113.228958495524,117.127455101041
3,3,45,30,39.98,5.52977070657988,84.4430555555556,84.0680555555555,83.1722222222222,82.5486111111111,4.97538196665211,6.08415944650764
3,4,45,30,50.4,27.307840101898,106.586111111111,105.320833333333,104.0625,102.629166666667,25.7782605309348,28.8374196728612
3,5,45,30,60.99,62.1000408804655,128.202777777778,127.573611111111,125.868055555556,124.508333333333,60.1681454702759,64.0319362906552
3,6,45,30,71.38,101.167362282699,150.713888888889,150.004166666667,148.434722222222,147.229166666667,99.3093233093563,103.025401256041
3,3,45,32,37.565,3.65879826580485,78.4722222222223,77.8402777777778,77.7930555555556,78.0013888888889,3.19137876970627,4.12621776190342
3,4,45,32,47.695,21.0299079575894,101.673611111111,100.984722222222,98.8652777777777,97.4819444444444,19.5897219517632,22.4700939634157
3,5,45,32,57.475,49.7857981138823,121.8125,120.184722222222,118.820833333333,117.345833333333,47.9489434994784,51.6226527282862
3,6,45,32,67.22,85.7681312798447,141.813888888889,140.440277777778,139.594444444444,137.958333333333,83.7931332012964,87.743129358393
3,3,45,34,36.305,2.92991386861124,76.0222222222222,75.6,75.3277777777778,75.0388888888888,2.62489189171863,3.23493584550385
3,4,45,34,45.325,13.8881530472981,96.0416666666667,94.6138888888889,93.6680555555556,92.5652777777778,12.7964791262302,14.979826968366
3,5,45,34,54.71,41.8739539349804,116.177777777778,114.848611111111,113.565277777778,111.773611111111,40.2397450174898,43.508162852471
3,6,45,34,64.01,74.6465061108002,135.369444444444,134.443055555556,132.816666666667,131.084722222222,72.9142608340508,76.3787513875497
3,3,45,36,34.51,2.26845599390452,72.4958333333333,71.7625,71.9277777777778,71.3694444444445,1.95141776445835,2.58549422335069
3,4,45,36,43.21,9.1311514448902,91.8041666666666,90.7986111111111,89.9597222222222,88.9791666666666,8.34484427080901,9.9174586189714
3,5,45,36,52.08,33.2282711792914,110.358333333333,109.765277777778,108.016666666667,106.554166666667,31.7014975148256,34.7550448437572
3,6,45,36,60.75,60.9109311882022,128.093055555556,127.356944444445,125.575,124.05,58.9954495214395,62.8264128549649
3,3,45,38,33.36,1.70112005046398,69.9194444444444,69.3875,69.6333333333333,68.4958333333333,1.51408163895642,1.88815846197153
3,4,45,38,41.715,7.37700256174625,87.4569444444445,87.375,86.2291666666667,85.9263888888889,6.66857101919572,8.08543410429678
3,5,45,38,49.86,26.2621110434829,106.125,104.769444444444,103.020833333333,102.204166666667,24.624040714189,27.9001813727769
3,6,45,38,58.24,52.3580949027594,122.436111111111,121.891666666667,120.0125,118.943055555556,50.5265360611536,54.1896537443651
3,3,45,40,31.71,1.59617185235278,66.1222222222222,66.3361111111111,66.1222222222223,65.6847222222222,1.36914301464348,1.82320069006209
3,4,45,40,39.715,6.08407805803554,85.1430555555556,83.775,83.2708333333333,82.6888888888889,5.44404190899346,6.72411420707761
3,5,45,40,47.595,19.4296368968432,100.563888888889,100.044444444444,98.5666666666667,96.8083333333333,18.1034825364485,20.755791257238
3,6,45,40,55.315,45.3048730966966,117.15,116.613888888889,115.270833333333,113.525,43.6335226136095,46.9762235797838
3,3,60,24,45.81,18.9378014409724,97.4902777777777,96.8416666666667,95.2694444444445,94.1847222222222,17.6212936704514,20.2543092114934
3,4,60,24,58.395,58.4398768362238,123.183333333333,121.669444444444,120.4375,119.238888888889,56.5592979948122,60.3204556776354
3,5,60,24,70.76,103.720433006606,149.463888888889,148.15,147,145.575,101.743378563254,105.697487449957
3,6,60,24,83.46,150.38819037211,175.101388888889,174.331944444444,173.427777777778,172.845833333333,148.359190069692,152.417190674528
3,3,60,26,43.1,12.7398636387435,91.2291666666667,91.2541666666667,89.3777777777778,88.1430555555555,11.6988904936081,13.7808367838789
3,4,60,26,54.565,46.5326133807765,116.154166666667,114.759722222222,113.241666666667,111.625,44.7562615405141,48.3089652210389
3,5,60,26,66.165,87.085341861426,138.998611111111,138.272222222222,137.098611111111,135.623611111111,85.133604015253,89.037079707599
3,6,60,26,77.74,128.588192232793,163.095833333333,162.047222222222,160.334722222222,159.468055555556,126.649959790867,130.52642467472
3,3,60,28,40.47,7.37936230421816,84.5041666666667,84.436111111111,83.3541666666666,82.7305555555555,6.62113416541601,8.13759044302031
3,4,60,28,51.455,34.6885895251618,109.327777777778,107.405555555556,105.969444444444,104.561111111111,33.0199987466794,36.3571803036442
3,5,60,28,61.745,71.737035249761,130.830555555556,129.273611111111,127.990277777778,126.391666666667,69.86989819987,73.6041722996521
3,6,60,28,72.615,111.840570879912,153.866666666667,152.622222222222,151.009722222222,150.583333333333,109.82815897783,113.852982781995
3,3,60,30,38.485,5.48815842980124,81.6041666666667,80.8388888888889,79.8486111111111,79.3055555555556,4.86634047928359,6.1099763803189
3,4,60,30,48.225,24.4347753550755,101.856944444444,101.208333333333,99.65,98.0541666666667,23.0211440624301,25.8484066477209
3,5,60,30,58.415,59.4682001412253,123.701388888889,122.695833333333,121.134722222222,119.441666666667,57.6431837936546,61.293216488796
3,6,60,30,68.425,94.9362532783888,144.568055555556,143.3375,142.161111111111,140.495833333333,93.2078872598063,96.6646192969714
3,3,60,32,36.595,3.78475496852277,76.1597222222222,75.5305555555556,75.6486111111111,74.9986111111112,3.32445915306946,4.24505078397608
3,4,60,32,45.935,19.969509612164,98.1527777777777,96.8152777777778,96.3694444444444,93.9236111111111,18.6569378485819,21.2820813757461
3,5,60,32,55.155,48.3556486667787,116.643055555556,115.776388888889,114.463888888889,112.773611111111,46.6092627051166,50.1020346284409
3,6,60,32,64.47,81.9209731347309,136.634722222222,135.754166666667,134.5375,132.808333333333,80.1247745276964,83.7171717417654
3,3,60,34,34.63,2.8438268319408,72.3722222222222,72.6736111111111,72.1611111111111,71.7555555555555,2.4981769127248,3.1894767511568
3,4,60,34,43.56,13.8217359995159,92.1819444444444,91.1263888888888,90.6791666666667,89.4722222222222,12.7089241539439,14.934547845088
3,5,60,34,52.375,37.8340570744766,110.741666666667,109.5125,107.975,106.811111111111,36.2632616904628,39.4048524584904
3,6,60,34,61.315,70.3712495362523,129.486111111111,128.488888888889,127.215277777778,125.951388888889,68.6015944369281,72.1409046355764
3,3,60,36,33.095,2.16778744633239,68.7097222222222,69.3944444444444,68.7916666666667,68.9458333333334,1.89413037536074,2.44144451730405
3,4,60,36,41.82,10.1242507856264,88.9041666666667,88.0083333333334,86.8791666666666,85.7388888888889,9.21767733538918,11.0308242358637
3,5,60,36,50.02,31.0004683891089,106.402777777778,105.1125,103.669444444444,102.048611111111,29.465700729843,32.5352360483748
3,6,60,36,58.415,58.2749761824313,123.386111111111,122.609722222222,120.406944444444,119.191666666667,56.5176264337152,60.0323259311474
3,3,60,38,31.755,1.74619325133987,66.0833333333333,66.0347222222222,66.075,65.8986111111111,1.51166611328157,1.98072038939818
3,4,60,38,39.625,7.47130013322439,83.6027777777778,83.1805555555556,82.6194444444445,82.0611111111111,6.75729057420602,8.18530969224277
3,5,60,38,47.56,23.4073121433711,100.481944444444,99.8291666666666,98.3416666666667,96.3972222222222,21.9386123921999,24.8760118945423
3,6,60,38,55.3,50.862224920193,117.298611111111,116.393055555556,114.841666666667,113.465277777778,49.1288877945407,52.5955620458453
3,3,60,40,31.12,1.42682977876913,64.5569444444444,64.9833333333333,64.1930555555555,64.2597222222222,1.23158577201964,1.62207378551861
3,4,60,40,38.38,5.16200954737765,80.2680555555555,80.9375,79.8888888888889,80.1069444444445,4.61369703623237,5.71032205852293
3,5,60,40,45.81,17.6817894184318,97.0305555555556,96.2652777777778,94.1805555555556,93.3722222222222,16.4405090438793,18.9230697929843
3,6,60,40,53.39,43.2425150754394,112.854166666667,112.380555555556,111.238888888889,109.008333333333,41.4393260016067,45.0457041492721
